	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction
902	frozenset({562})	frozenset({801, 995})	0.009024064171122994	0.014455213903743316	0.009024064171122994	1.0	69.17919075144509	0.008893619393248306	inf
1555	frozenset({1007})	frozenset({517})	0.010862299465240642	0.008021390374331552	0.008021390374331552	0.7384615384615385	92.06153846153846	0.007934259629957963	3.792859389745203
152	frozenset({944, 801})	frozenset({471})	0.07779077540106952	0.02289438502673797	0.016293449197860962	0.20945220193340494	9.14862756474084	0.014512477234300379	1.2359854993751453
871	frozenset({539, 214})	frozenset({867})	0.01763034759358289	0.009107620320855615	0.009107620320855615	0.5165876777251185	56.720379146919434	0.008947049808848551	2.0497871775715635
1149	frozenset({431})	frozenset({956, 228})	0.09617312834224599	0.008522727272727272	0.008522727272727272	0.08861859252823631	10.397914856646395	0.007703069928901312	1.0878840237455585
1044	frozenset({379})	frozenset({627})	0.008856951871657755	0.008856951871657755	0.008856951871657755	1.0	112.90566037735849	0.008778506275200893	inf
385	frozenset({18, 599})	frozenset({843})	0.032754010695187165	0.012366310160427808	0.012366310160427808	0.3775510204081633	30.53061224489796	0.011961263905173155	1.586690190234067
581	frozenset({909})	frozenset({32, 801})	0.01044451871657754	0.017129010695187165	0.01044451871657754	1.0	58.38048780487805	0.010265614443775202	inf
249	frozenset({1046})	frozenset({285})	0.025651737967914437	0.013953877005347594	0.013953877005347594	0.5439739413680782	38.98371335504886	0.01359593580876991	2.1622582839954165
636	frozenset({32})	frozenset({912})	0.05731951871657754	0.01763034759358289	0.009525401069518716	0.1661807580174927	9.425835601674658	0.008514838030648574	1.178156611102801
749	frozenset({947})	frozenset({337, 842})	0.009274732620320856	0.009274732620320856	0.009274732620320856	1.0	107.81981981981981	0.009188711955142412	inf
944	frozenset({9, 801})	frozenset({1003})	0.008940508021390374	0.02540106951871658	0.008940508021390374	1.0	39.368421052631575	0.008713409555606394	inf
1541	frozenset({779, 1007})	frozenset({292})	0.008021390374331552	0.008021390374331552	0.008021390374331552	1.0	124.66666666666666	0.007957047670794132	inf
799	frozenset({76})	frozenset({842})	0.009274732620320856	0.027322860962566847	0.009274732620320856	1.0	36.59938837920489	0.009021320390470846	inf
1057	frozenset({944, 672})	frozenset({226})	0.008689839572192513	0.008689839572192513	0.008689839572192513	1.0	115.07692307692308	0.00861432626040207	inf
714	frozenset({969})	frozenset({815})	0.009441844919786096	0.012032085561497326	0.009441844919786096	1.0	83.11111111111111	0.009328239833852841	inf
367	frozenset({843})	frozenset({228, 599})	0.012366310160427808	0.017212566844919786	0.012366310160427808	1.0	58.09708737864078	0.012153454220166435	inf
129	frozenset({471})	frozenset({801, 18})	0.02289438502673797	0.03526069518716578	0.016293449197860962	0.7116788321167883	20.183346594250526	0.015486177265935541	3.34605784200907
922	frozenset({562, 995})	frozenset({332})	0.009024064171122994	0.009024064171122994	0.009024064171122994	1.0	110.81481481481482	0.008942630436958449	inf
939	frozenset({332})	frozenset({801, 995})	0.009024064171122994	0.014455213903743316	0.009024064171122994	1.0	69.17919075144509	0.008893619393248306	inf
1361	frozenset({1045, 45})	frozenset({411})	0.011697860962566845	0.008188502673796791	0.008188502673796791	0.7	85.48571428571428	0.00809271470802711	3.306038324420677
584	frozenset({581})	frozenset({358})	0.014622326203208556	0.013201871657754011	0.010026737967914439	0.6857142857142857	51.94068716094032	0.009833695894041867	3.13981222654351
1225	frozenset({539})	frozenset({41})	0.02331216577540107	0.008522727272727272	0.008522727272727272	0.3655913978494624	42.89605734767026	0.008324044041686922	1.562837057010786
